temperature,humidity,mq2,mq135,Vibration,AQI_Level
28.4,94.20752836220787,86,83,STABLE,Unhealthy for Sensitive Groups
29.1,97.8282020127892,47,93,STABLE,Unhealthy
28.2,96.80371611120844,87,87,STABLE,Unhealthy
28.55514294,96.59081229575838,51,121,STABLE,Unhealthy for Sensitive Groups
31.3,98.57743816818332,3955,2979,STABLE,Unhealthy
28.3,98.2096312488568,86,79,STABLE,Unhealthy for Sensitive Groups
31.6,98.66262995616621,845,1092,STABLE,Unhealthy for Sensitive Groups
24.4,92.4307678149753,80,3184,STABLE,Unhealthy
32.7,97.86715276959025,198,66,STABLE,Good
33.2,99.03027837209103,884,1289,STABLE,Unhealthy for Sensitive Groups
28.2002584,95.20033794689991,85,76,STABLE,Unhealthy for Sensitive Groups
28.23712352,97.08144154808794,86,76,STABLE,Unhealthy for Sensitive Groups
28.43066073,96.68211250294077,87,81,STABLE,Unhealthy for Sensitive Groups
30.6,97.8304783381455,637,1161,STABLE,Moderate
31.5,96.49286725973572,3893,2289,STABLE,Unhealthy
31.5,97.37472339714671,262,980,STABLE,Moderate
29.9,95.93880219681907,222,156,STABLE,Good
25.4,97.8227188773336,3713,604,STABLE,Unhealthy
29.2,96.59026300570646,105,84,STABLE,Moderate
25.1,95.61827252783611,1283,1287,STABLE,Unhealthy for Sensitive Groups
24.3,98.24084106185988,3219,281,STABLE,Unhealthy
25.2,99.35684175098022,250,137,STABLE,Good
25.8,98.46227961984108,4023,2840,STABLE,Unhealthy
29.4,98.63068776693271,67,77,VIBRATING,Good
32.9,94.88696808083593,193,124,STABLE,Good
28.3,97.02371981725662,86,84,STABLE,Unhealthy for Sensitive Groups
29.0,97.12721740163484,38,79,STABLE,Moderate
29.8,96.57971540224129,417,492,VIBRATING,Moderate
29.2,98.1163114448221,180,102,STABLE,Moderate
25.5,96.03203060297882,703,693,STABLE,Moderate
34.1,98.16359207921114,96,59,STABLE,Good
28.4,96.24927351267775,73,71,VIBRATING,Unhealthy for Sensitive Groups
28.7,97.76344019095265,191,82,STABLE,Moderate
28.3,95.01722839320553,85,77,STABLE,Unhealthy for Sensitive Groups
30.8,94.56422689727513,105,182,VIBRATING,Good
26.0,97.26881681702233,67,90,STABLE,Good
32.9,97.57342620854632,606,429,STABLE,Moderate
29.0,97.79018110699631,3596,2642,STABLE,Unhealthy
26.3,94.47593752364139,74,87,STABLE,Good
30.3,96.51519036084461,80,2864,STABLE,Unhealthy
25.0,98.85937712819717,202,62,STABLE,Good
30.9,97.30255729379377,984,3547,STABLE,Unhealthy
27.8,98.50460725654307,817,954,STABLE,Unhealthy for Sensitive Groups
30.25684719,94.34440322427514,71,114,VIBRATING,Unhealthy for Sensitive Groups
33.8,98.01345658796939,1288,984,STABLE,Unhealthy for Sensitive Groups
33.4,98.59528084822847,449,336,STABLE,Moderate
28.9,99.2595700114353,219,210,STABLE,Good
28.1,98.61445605725677,86,75,STABLE,Moderate
26.4,95.8270302564495,820,1374,STABLE,Unhealthy for Sensitive Groups
26.9,95.61530181647096,91,147,VIBRATING,Good
29.2,98.96609975811505,1772,1407,STABLE,Unhealthy for Sensitive Groups
27.5,97.28583928528961,203,241,STABLE,Good
28.4,96.63127694187838,171,94,STABLE,Moderate
28.32952783,96.70722494359664,87,85,STABLE,Unhealthy for Sensitive Groups
27.4,95.43797940981742,1350,1820,STABLE,Unhealthy for Sensitive Groups
29.1,98.30766667910507,47,92,STABLE,Unhealthy
28.9,95.57978095792566,173,94,STABLE,Moderate
28.764153900291873,96.9090345293417,4095,504,STABLE,Unhealthy
24.3,96.1230436305,932,1941,VIBRATING,Unhealthy for Sensitive Groups
29.9,97.46209368769279,176,43,STABLE,Good
33.6,97.81474908214416,1072,1235,STABLE,Unhealthy for Sensitive Groups
29.8,99.38124440587728,476,425,STABLE,Moderate
28.88520036,95.94668973452228,52,85,STABLE,Unhealthy for Sensitive Groups
25.4,96.91212085135331,156,2008,STABLE,Unhealthy
27.9,98.8884539710921,3077,266,STABLE,Unhealthy
28.8,97.44230410267117,66,175,STABLE,Good
28.29596638,98.99870508331824,86,79,STABLE,Unhealthy for Sensitive Groups
28.7,95.73450329760267,576,399,STABLE,Moderate
33.5,97.10687195909681,1747,1934,STABLE,Unhealthy for Sensitive Groups
28.0,98.06952552113097,1218,1564,STABLE,Unhealthy for Sensitive Groups
29.1,98.71979353254814,47,95,STABLE,Unhealthy
31.2,96.39614043004524,1433,1521,STABLE,Unhealthy for Sensitive Groups
27.9,99.06316464975443,49,115,STABLE,Good
25.8,95.44593264803984,72,85,VIBRATING,Good
32.92858030900995,98.17879507765525,4095,54,STABLE,Unhealthy
27.6,96.96378594825586,2984,2506,STABLE,Unhealthy
29.8,95.37464242595951,983,2083,STABLE,Unhealthy
25.4,93.91112235233003,1160,907,STABLE,Unhealthy for Sensitive Groups
29.7,93.67580139503443,747,3494,STABLE,Unhealthy
24.1,94.83642490230451,210,163,STABLE,Good
29.0,98.33366277444715,203,93,VIBRATING,Moderate
28.5640849,99.07517814613298,85,84,VIBRATING,Unhealthy for Sensitive Groups
31.6,97.63631626955703,1410,1740,STABLE,Unhealthy for Sensitive Groups
29.6,97.73542523928421,1040,1966,STABLE,Unhealthy for Sensitive Groups
27.1,95.95914795741633,418,250,STABLE,Moderate
27.1,97.59315876987144,1055,1580,STABLE,Unhealthy for Sensitive Groups
28.2,96.64918211044169,41,118,STABLE,Good
29.5,95.49442196821636,196,3466,STABLE,Unhealthy
29.9,97.63844478156852,68,92,STABLE,Unhealthy
33.4,98.57015769643743,1570,1850,STABLE,Unhealthy for Sensitive Groups
28.34490319,98.28596530842344,86,81,VIBRATING,Unhealthy for Sensitive Groups
27.4,96.66319273662442,492,1041,STABLE,Moderate
28.1,97.91313176247118,3553,1967,STABLE,Unhealthy
28.46837745,93.94099511035472,86,80,VIBRATING,Unhealthy for Sensitive Groups
32.2,97.90712471494072,2375,83,STABLE,Unhealthy
28.3,95.86005066776002,885,489,STABLE,Moderate
26.2,98.66519327530678,2393,3385,STABLE,Unhealthy
25.7,97.20305221481163,1498,1061,STABLE,Unhealthy for Sensitive Groups
27.9,94.81033234229439,179,90,STABLE,Moderate
29.2,98.18976965510447,3018,344,STABLE,Unhealthy
28.53979534,98.2524951500817,86,78,VIBRATING,Unhealthy
24.6,96.2188934084736,967,1497,STABLE,Unhealthy for Sensitive Groups
26.8,97.10891235854145,46,94,VIBRATING,Good
32.6,95.52048962572255,2489,345,STABLE,Unhealthy
25.9,96.7658396714986,72,86,VIBRATING,Good
30.8,97.95835501424975,788,897,STABLE,Moderate
29.8,97.31541998920173,3343,113,STABLE,Unhealthy
28.8,99.02005203995634,1062,1626,STABLE,Unhealthy for Sensitive Groups
26.4,97.4353585924218,332,636,STABLE,Moderate
32.4,96.2639463544765,674,477,STABLE,Moderate
33.8,96.07031003940821,3982,2544,STABLE,Unhealthy
28.7,99.54208635426117,192,3298,STABLE,Unhealthy
29.8,93.53648838256534,698,4077,STABLE,Unhealthy
31.8,96.44540578665897,697,3004,STABLE,Unhealthy
31.2,98.28141576931176,680,935,STABLE,Moderate
24.9,95.66944333624818,801,919,STABLE,Moderate
31.4,95.34957103009808,186,238,STABLE,Good
29.34496455,99.26177459881794,51,90,STABLE,Unhealthy
28.4,98.63646198457778,81,73,VIBRATING,Moderate
28.3,95.96457711552127,81,76,STABLE,Moderate
24.4,98.93537130126039,58,110,STABLE,Good
25.0,96.5583463528478,89,99,STABLE,Good
25.1,97.63036861612134,205,2100,STABLE,Unhealthy
28.38295221,96.76902348979479,86,77,STABLE,Unhealthy
24.5,98.07926939711302,3625,1611,STABLE,Unhealthy
28.5,96.7945732351459,1215,908,STABLE,Unhealthy for Sensitive Groups
28.3,97.9416594578455,157,106,STABLE,Moderate
26.7,97.22994657923172,3933,967,STABLE,Unhealthy
31.4,99.01667398900881,420,680,STABLE,Moderate
28.8,97.52411408856328,191,150,STABLE,Good
24.3,97.51136073705503,3870,305,STABLE,Unhealthy
29.3,98.54074686748308,167,2902,STABLE,Unhealthy
28.3,95.96099074645973,216,3871,STABLE,Unhealthy
25.4,98.82473297302265,68,234,STABLE,Good
26.5,97.90955714371259,510,755,STABLE,Moderate
33.919741417839234,99.72155686538218,3993,475,STABLE,Unhealthy
29.3,94.95473303680453,3618,577,STABLE,Unhealthy
30.5,96.62912845182484,3614,3404,STABLE,Unhealthy
25.1,94.88933331759348,710,389,STABLE,Moderate
32.72978105797301,97.59204450225583,2437,121,STABLE,Unhealthy
24.9,95.97517706052076,723,296,STABLE,Moderate
26.4,96.72535255920971,35,60,STABLE,Good
30.8,93.8570710091514,1643,1816,STABLE,Unhealthy for Sensitive Groups
25.1,93.95903933407054,875,439,STABLE,Moderate
32.1,96.67039794729928,3642,689,STABLE,Unhealthy
28.82156976,96.8776353479199,67,198,STABLE,Unhealthy
33.6,95.7914758782388,2035,3092,STABLE,Unhealthy
28.6675776,98.81393208727017,87,78,STABLE,Unhealthy
29.05878844,94.73217462599295,46,89,STABLE,Unhealthy
24.4,95.12308190035519,937,1304,STABLE,Unhealthy for Sensitive Groups
30.1,95.67368612955372,871,3523,STABLE,Unhealthy
28.3,94.84138387474948,397,3611,STABLE,Unhealthy
32.49845434,98.30355953577,89,59,STABLE,Good
30.6,96.83561251823467,44,174,STABLE,Good
28.7,99.14612547550155,151,136,STABLE,Good
32.5,96.7913513548736,2405,2626,STABLE,Unhealthy
30.0,97.96894702881892,467,602,STABLE,Moderate
31.9,95.77199019581266,214,94,STABLE,Good
26.4,97.38614642456893,464,693,STABLE,Moderate
33.3,99.18285331975837,375,588,STABLE,Moderate
32.9,97.29576137832505,843,425,STABLE,Moderate
30.3,98.00045995323435,877,888,STABLE,Unhealthy for Sensitive Groups
26.5,95.79510686125091,327,3321,STABLE,Unhealthy
32.3,94.26270032281322,1214,1961,STABLE,Unhealthy for Sensitive Groups
30.1,96.5319707282584,70,245,STABLE,Unhealthy
30.0,97.16035317105901,1119,995,STABLE,Unhealthy for Sensitive Groups
28.9,94.78838333337146,2809,308,STABLE,Unhealthy
27.9,98.32259682556608,177,91,STABLE,Moderate
33.3,95.5382697919974,147,33,STABLE,Good
32.8,94.20541302060678,67,118,STABLE,Good
29.2,96.3618258661311,1556,1018,STABLE,Unhealthy for Sensitive Groups
27.2,96.90838161405443,875,379,STABLE,Moderate
32.0,98.92598578020915,236,3255,STABLE,Unhealthy
30.26370557,92.04298489824319,71,112,STABLE,Unhealthy for Sensitive Groups
26.6,95.70444165211231,42,93,VIBRATING,Good
28.9,96.63275743315705,529,1031,STABLE,Moderate
28.1,99.40089148719483,1896,3534,STABLE,Unhealthy
26.0,97.66855715570856,831,1014,STABLE,Unhealthy for Sensitive Groups
28.2,97.9803126474276,86,74,STABLE,Moderate
27.1,97.23534557777364,2912,3206,STABLE,Unhealthy
32.3,98.06009972552674,124,34,STABLE,Good
26.7,95.8415105509281,2512,305,STABLE,Unhealthy
28.21737614,95.32442466978101,86,84,STABLE,Unhealthy
26.8,96.64883921503977,736,435,STABLE,Moderate
26.5,94.30057477522666,393,427,VIBRATING,Moderate
29.7,98.04924878398616,1331,1015,STABLE,Unhealthy for Sensitive Groups
29.0,98.50951260732694,210,109,STABLE,Good
30.7,96.98470757424421,452,2731,STABLE,Unhealthy
26.9,92.45297082602046,85,247,STABLE,Good
27.4,95.48223661704804,157,217,STABLE,Good
30.2,97.1443772096954,80,75,STABLE,Good
33.8648728249058,98.83340962223365,370,2997,STABLE,Unhealthy
27.1,98.40406777622876,3699,3162,STABLE,Unhealthy
26.5,98.45515090574764,134,206,STABLE,Good
29.8,98.37615806395877,468,264,STABLE,Moderate
30.5,97.01930398913332,107,173,STABLE,Good
29.6,95.69712948083499,68,87,STABLE,Moderate
29.7,98.16291477441364,699,707,STABLE,Moderate
27.4,98.42114904234137,205,224,STABLE,Good
28.790460850363893,97.46913054567308,793,2140,STABLE,Unhealthy
27.7,95.7143194507089,1411,704,STABLE,Unhealthy for Sensitive Groups
31.8,96.92147871846876,547,659,STABLE,Moderate
27.1,98.28635291348638,1240,1705,STABLE,Unhealthy for Sensitive Groups
28.6,97.12036056260243,86,84,STABLE,Unhealthy for Sensitive Groups
27.2,99.43534131940034,357,1103,STABLE,Moderate
27.0,95.56243360974291,462,739,STABLE,Moderate
34.1,93.08066337645504,97,59,STABLE,Good
30.6,98.5277678718176,59,5,STABLE,Moderate
30.1,98.47099806256493,723,1768,STABLE,Unhealthy for Sensitive Groups
30.2,97.95577793144949,172,219,STABLE,Good
26.2,97.00830854384921,62,94,VIBRATING,Good
30.07629721,98.50894482352963,82,129,STABLE,Unhealthy
32.4,96.41535217182543,1013,1505,STABLE,Unhealthy for Sensitive Groups
25.0,95.35512280512201,1775,894,STABLE,Unhealthy for Sensitive Groups
31.4,97.05071806791267,3482,3920,STABLE,Unhealthy
29.2,95.40899932821284,47,94,VIBRATING,Unhealthy
30.2,97.22147637437946,67,83,STABLE,Moderate
29.3,98.6589465472704,1611,889,STABLE,Unhealthy for Sensitive Groups
25.7,96.75586050662878,797,1153,STABLE,Unhealthy for Sensitive Groups
25.1,97.55775462770153,521,1140,STABLE,Moderate
24.6,98.39280303268606,357,830,STABLE,Moderate
31.6,98.9172510752869,56,107,STABLE,Good
28.9,95.21274629802637,134,237,STABLE,Good
33.3,98.38842237599069,100,60,STABLE,Good
30.7,98.43501546926049,528,373,STABLE,Moderate
30.2,96.97871105921305,70,114,VIBRATING,Unhealthy for Sensitive Groups
24.3,96.62598651683577,614,1166,STABLE,Moderate
24.4,95.41109081033191,357,472,STABLE,Moderate
28.2,97.41133535471484,751,465,STABLE,Moderate
33.2,97.76899823217566,96,60,VIBRATING,Good
27.5,98.41259376937911,2772,841,STABLE,Unhealthy
33.16203096,99.33149740141472,96,60,STABLE,Good
25.2,98.12405689207031,649,636,STABLE,Moderate
32.8,95.33613091055358,219,165,VIBRATING,Good
27.1,99.10453029200063,187,42,STABLE,Good
28.37708679,95.66374765866134,86,83,STABLE,Unhealthy
31.2,96.26560648070662,1056,780,STABLE,Unhealthy for Sensitive Groups
24.2,96.47057475999794,2382,3538,STABLE,Unhealthy
26.2,98.60989870358316,1623,1845,STABLE,Unhealthy for Sensitive Groups
32.2,95.38345609795495,120,33,STABLE,Good
29.0,94.07383044456802,122,105,STABLE,Good
24.4,98.61660255254961,3658,1367,STABLE,Unhealthy
30.8,98.26418995416674,1047,1107,STABLE,Unhealthy for Sensitive Groups
29.2,96.34049278091933,108,85,STABLE,Moderate
28.7,98.65565276645967,1716,1985,STABLE,Unhealthy for Sensitive Groups
28.2,95.21689823171258,178,86,STABLE,Moderate
26.1,97.66883951916788,3959,3803,STABLE,Unhealthy
29.3,97.09486879794513,65,214,STABLE,Good
30.0,98.04928483519595,2982,3461,STABLE,Unhealthy
28.51748900337811,98.39547554096792,404,4095,VIBRATING,Unhealthy
28.8,97.81676237360846,1099,740,STABLE,Unhealthy for Sensitive Groups
25.7,96.73407782433739,804,461,STABLE,Moderate
27.9,97.84748509692788,816,3736,VIBRATING,Unhealthy
29.7,95.71916171326038,3483,179,STABLE,Unhealthy
28.9,96.02863465490611,824,411,STABLE,Moderate
28.3652493,97.91665599751933,86,84,STABLE,Unhealthy for Sensitive Groups
28.7,97.46672100247152,1216,1197,STABLE,Unhealthy for Sensitive Groups
29.07709114,97.62927610243548,47,91,STABLE,Unhealthy
29.1,96.15782175354992,1728,799,STABLE,Unhealthy for Sensitive Groups
28.3,97.38824192151962,84,71,STABLE,Moderate
32.9,98.96736647314708,222,60,VIBRATING,Good
33.6,95.85642406851906,1434,836,STABLE,Unhealthy for Sensitive Groups
28.7,98.7384105220723,653,441,VIBRATING,Moderate
28.8,96.28802409894354,612,804,STABLE,Moderate
28.4,96.17030753224599,82,75,VIBRATING,Moderate
26.5,98.60560303204188,218,148,STABLE,Good
28.3,98.96109005815826,54,132,STABLE,Unhealthy for Sensitive Groups
32.7,95.80435417867366,1628,1651,STABLE,Unhealthy for Sensitive Groups
27.361915066117746,97.53785986400325,4095,4095,STABLE,Unhealthy
25.7,96.34643526480542,4066,2898,STABLE,Unhealthy
29.7,97.93554426284935,33,49,STABLE,Good
28.34111596,97.70004509067734,77,4095,STABLE,Unhealthy
25.3,95.62403023633085,193,148,STABLE,Good
32.3,99.52317198653101,59,38,STABLE,Good
31.6,99.0843593340527,89,167,STABLE,Good
34.09436967,97.34588597533346,97,59,VIBRATING,Good
28.20969001,95.91169592657461,86,83,STABLE,Unhealthy for Sensitive Groups
32.941253045065636,97.21510488869234,4095,4095,STABLE,Unhealthy
31.3,95.547062145899,1487,1169,STABLE,Unhealthy for Sensitive Groups
29.3,97.71361333167538,745,358,STABLE,Moderate
32.565637834300816,99.25123786688042,327,3044,STABLE,Unhealthy
29.0,98.5705405727136,46,87,STABLE,Unhealthy
28.0,98.86956376446476,430,1115,STABLE,Moderate
31.2,94.90272825499238,2640,395,STABLE,Unhealthy
27.6,96.29744669280888,1314,964,STABLE,Unhealthy for Sensitive Groups
31.4,97.06570716214367,366,791,STABLE,Moderate
28.25595175,93.16375772113675,85,79,STABLE,Unhealthy for Sensitive Groups
33.8,96.84515357017618,2926,572,STABLE,Unhealthy
32.3,98.91236881356232,788,2238,STABLE,Unhealthy
29.7,97.9308262526007,532,3694,STABLE,Unhealthy
33.1,98.75379666530598,364,794,STABLE,Moderate
33.11512672189293,96.54597130969272,4095,4095,STABLE,Unhealthy
29.1,98.61940712041195,2738,2459,STABLE,Unhealthy
33.550715928638766,99.46215455850258,4095,488,STABLE,Unhealthy
28.9,96.71416941792248,70,89,STABLE,Good
31.8,95.52767294779983,1790,933,STABLE,Unhealthy for Sensitive Groups
31.2,99.09615037638059,505,617,STABLE,Moderate
25.0,98.69434766911255,1640,875,STABLE,Unhealthy for Sensitive Groups
25.640499171375005,96.11946378673063,745,3489,STABLE,Unhealthy
29.5,95.09473373925465,73,82,STABLE,Unhealthy for Sensitive Groups
25.4,94.11569317649543,3126,888,STABLE,Unhealthy
24.5,96.97782728615633,922,1713,STABLE,Unhealthy for Sensitive Groups
32.6,99.2047295941589,2800,350,STABLE,Unhealthy
28.1,96.33233144662361,82,78,STABLE,Moderate
28.0,97.49872913660865,1652,1563,STABLE,Unhealthy for Sensitive Groups
31.9,94.12429292551386,3206,632,STABLE,Unhealthy
25.4,94.64172642915914,2978,212,STABLE,Unhealthy
27.8,95.57703512322686,3519,2080,STABLE,Unhealthy
32.1,97.06784125998517,695,3638,STABLE,Unhealthy
28.8,97.70568731527516,184,90,STABLE,Moderate
32.8,94.29422615307712,260,484,STABLE,Moderate
33.5,97.53089136592307,910,1058,STABLE,Unhealthy for Sensitive Groups
30.6,98.96172110735972,80,61,STABLE,Good
33.5,98.11950851322183,1846,937,STABLE,Unhealthy
31.7,97.82144274693646,590,1039,STABLE,Moderate
25.0,98.03558766583015,240,207,STABLE,Good
29.0,98.38631788799172,1562,1222,STABLE,Unhealthy for Sensitive Groups
27.7,98.82867240087215,1174,1649,STABLE,Unhealthy for Sensitive Groups
28.99990854,97.37523857641108,46,91,STABLE,Unhealthy
25.1,97.07063567965241,554,885,STABLE,Moderate
30.7472504682895,97.53204987419241,674,4095,STABLE,Unhealthy
27.3,96.43247526674519,88,117,STABLE,Good
29.6,94.21525806742916,555,703,STABLE,Moderate
30.3,98.19136434693365,98,147,STABLE,Good
31.0,98.50132857850399,3203,155,STABLE,Unhealthy
25.2,97.48389008499419,273,483,STABLE,Moderate
28.3,95.9718851100721,85,78,STABLE,Unhealthy for Sensitive Groups
33.9,93.48492534183514,616,395,STABLE,Moderate
28.64926316,97.43422620905771,86,83,STABLE,Unhealthy for Sensitive Groups
24.2,99.08871801855932,443,380,STABLE,Moderate
28.2,95.66214658695156,52,117,STABLE,Unhealthy
32.0,97.15307779044952,1705,1797,STABLE,Unhealthy for Sensitive Groups
25.7,95.23237947879862,708,443,STABLE,Moderate
32.5,99.12363244396667,816,1085,STABLE,Moderate
31.9,93.36859900747251,452,562,STABLE,Moderate
30.3,96.59137349237098,68,82,STABLE,Moderate
28.9,95.93479336023088,70,89,STABLE,Good
31.7,94.92944804991151,1278,1408,STABLE,Unhealthy for Sensitive Groups
24.6,98.96107239210794,678,722,STABLE,Moderate
27.6,95.80035982525004,1594,1964,STABLE,Unhealthy for Sensitive Groups
33.6,97.67306629111592,98,59,STABLE,Good
28.7,98.14326647145332,1359,1607,STABLE,Unhealthy for Sensitive Groups
24.0,95.95387486470952,97,202,STABLE,Good
32.9,98.55041126189364,1411,1793,STABLE,Unhealthy for Sensitive Groups
29.0,97.09487928397468,300,1161,STABLE,Moderate
31.9,96.69295137111746,111,204,STABLE,Good
33.0,97.0720102057184,711,2124,STABLE,Unhealthy
28.2,99.42964090268535,831,1666,STABLE,Unhealthy for Sensitive Groups
32.5,95.52803700919517,158,231,STABLE,Good
28.9,98.36823099218302,75,88,STABLE,Good
28.9,98.90231457635916,94,82,STABLE,Good
27.6,96.88980854743672,565,288,STABLE,Moderate
28.8,95.88202983602234,94,172,STABLE,Good
30.2,97.95329010304012,71,113,STABLE,Unhealthy for Sensitive Groups
28.7,97.35603913986594,2662,624,STABLE,Unhealthy
28.8,97.70877110600105,786,758,STABLE,Unhealthy for Sensitive Groups
32.3,95.50404605609066,775,1401,STABLE,Unhealthy for Sensitive Groups
24.4,96.42637486477207,899,635,STABLE,Moderate
